customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,SeniorCitizenLabel,AvgMonthlySpend,ProjectedCLV,TenureGroup,R_Score,F_Score,M_Score,RFM_Score,Segment,ChurnProbability,RevenueAtRisk
0568-ONFPC,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.9,135.0,Yes,1,No,27.0,621.5999999999999,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.15021208,46.68591424226761
0733-VUNUW,Male,0,No,No,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55,Yes,1,No,58.35625,1335.6,13-24 mo,2,2,3,7,At Risk,0.10856725,72.50121138989925
4550-EVXNY,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,1,No,69.65,1671.6,0-6 mo,1,2,1,4,Price-Sensitive / New,0.8792076,734.8417213439942
2122-YWVYA,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1380.4,No,0,No,76.6888888888889,1809.6,13-24 mo,2,3,2,7,At Risk,0.3815399,345.21731150150305
2968-SSGAA,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,1060.2,Yes,1,No,106.02,2414.4,7-12 mo,2,4,2,8,Loyal High-Value,0.9062282,1093.9986645698546
2296-DKZFP,Female,0,Yes,No,65,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),71.0,4386.2,No,0,No,67.48,1704.0,49+ mo,4,3,4,11,Champions,0.012225551,10.416169110685587
4844-JJWUY,Female,1,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,86.0,Yes,1,Yes,86.0,2064.0,0-6 mo,1,3,1,5,Price-Sensitive / New,0.8662082,893.9268579483032
6777-TGHTM,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.95,5785.5,Yes,1,No,109.16037735849056,2566.8,49+ mo,3,4,4,11,Champions,0.31439137,403.48989014625545
8909-BOLNL,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.2,52.05,No,0,No,17.349999999999998,508.8,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.02986853,7.5985540598630905
6603-YRDCJ,Male,0,Yes,No,33,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.05,2018.4,No,0,No,61.16363636363637,1465.1999999999998,25-48 mo,3,2,3,8,Loyal High-Value,0.011730319,8.593631618097424
3538-WZPHD,Male,0,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.6,79.45,Yes,1,No,26.48333333333333,710.4000000000001,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.7201785,255.80739784240723
3229-USWAR,Female,0,No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.95,2727.3,No,0,No,80.21470588235294,1918.8,25-48 mo,3,3,3,9,Loyal High-Value,0.091738544,88.01395950168371
2138-VFAPZ,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,263.65,No,0,No,18.832142857142856,472.8,13-24 mo,2,1,1,4,Price-Sensitive / New,0.028097145,6.6421651393175125
6131-JLWZM,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,275.4,No,0,No,21.184615384615384,487.2000000000001,13-24 mo,2,1,1,4,Price-Sensitive / New,0.07684123,18.71852307021618
4785-QRJHC,Male,1,Yes,No,46,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),59.9,2816.65,Yes,1,Yes,61.23152173913044,1437.6,25-48 mo,3,2,3,8,Loyal High-Value,0.14736235,105.92405819892883
0269-XFESX,Male,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.35,538.5,No,0,No,23.41304347826087,584.4000000000001,13-24 mo,2,1,2,5,Price-Sensitive / New,0.022843458,6.674858357012273
1709-EJDOX,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,948.9,No,0,No,20.18936170212766,474.0,25-48 mo,3,1,2,6,At Risk,0.007771166,1.8417663518339396
4316-XCSLJ,Male,0,No,Yes,17,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.3,846.8,No,0,No,49.811764705882354,1207.1999999999998,13-24 mo,2,2,2,6,At Risk,0.11756375,70.96147761046886
8610-WFCJF,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,4783.5,Yes,1,No,97.62244897959184,2294.4,49+ mo,3,4,4,11,Champions,0.5096818,584.7069849014282
9693-XMUOB,Male,1,Yes,No,59,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.25,2997.45,No,0,Yes,50.80423728813559,1206.0,49+ mo,4,2,3,9,Loyal High-Value,0.39335144,237.1909157037735
0383-CLDDA,Female,0,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.35,5897.4,No,0,No,85.4695652173913,2048.4,49+ mo,4,3,4,11,Champions,0.03257489,33.36320061609149
4905-JEFDW,Male,0,No,No,11,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,41.6,470.6,Yes,1,No,42.78181818181818,998.4,7-12 mo,2,2,2,6,At Risk,0.26281035,131.1949264526367
2709-UQGNP,Male,0,No,No,10,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.65,524.5,No,0,No,52.45,1239.6,7-12 mo,2,2,2,6,At Risk,0.20001821,123.97128792107105
3549-ZTMNH,Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.0,269.65,No,0,No,22.47083333333333,576.0,7-12 mo,2,1,1,4,Price-Sensitive / New,0.018199723,5.241520285606384
7881-INRLC,Male,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.85,4740.0,Yes,1,No,105.33333333333331,2420.4,25-48 mo,3,4,4,11,Champions,0.58366156,706.3472153663635
8033-ATFAS,Female,0,Yes,Yes,39,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,59.85,2341.5,No,0,No,60.03846153846154,1436.4,25-48 mo,3,2,3,8,Loyal High-Value,0.20402752,146.53256388008595
1635-NZATJ,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.45,1789.65,No,0,Yes,25.20633802816901,610.8,49+ mo,4,1,3,8,Loyal High-Value,0.0070417323,2.150545048993081
0562-HKHML,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,1626.4,No,0,No,22.907042253521126,573.5999999999999,49+ mo,4,1,3,8,Loyal High-Value,0.0050138775,1.4379800744354723
8277-RVRSV,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.15,800.3,No,0,No,24.25151515151515,579.5999999999999,25-48 mo,3,1,2,6,At Risk,0.022164889,6.423384739458561
9943-VSZUV,Male,1,No,No,67,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.7,5060.85,No,0,Yes,75.53507462686568,1816.8,49+ mo,4,3,4,11,Champions,0.24811223,225.38515108823776
0117-LFRMW,Male,0,Yes,Yes,37,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.2,1448.8,Yes,1,No,39.15675675675676,964.8,25-48 mo,3,2,3,8,Loyal High-Value,0.16666114,80.3973355293274
6172-FECYY,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,4254.85,Yes,1,No,86.83367346938776,2028.0,49+ mo,3,3,4,10,Champions,0.46473736,471.243678689003
7054-ENNGU,Female,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.85,466.6,No,0,No,51.84444444444445,1220.4,7-12 mo,2,2,2,6,At Risk,0.18573345,113.33455267846585
1455-HFBXA,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),91.6,4627.8,No,0,No,88.99615384615385,2198.4,49+ mo,3,4,4,11,Champions,0.018318277,20.135449916124344
9402-CXWPL,Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,98.9,6838.6,No,0,No,97.69428571428573,2373.6000000000004,49+ mo,4,4,4,12,Champions,0.16309887,193.56574094295502
1628-BIZYP,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,No,0,No,85.0,2040.0,0-6 mo,1,3,1,5,Price-Sensitive / New,0.8629151,880.1734006404877
1965-AKTSX,Female,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,1101.85,Yes,1,Yes,78.70357142857142,1894.8,13-24 mo,2,3,2,7,At Risk,0.70977235,672.4383228778839
0082-LDZUE,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.3,44.3,No,0,No,44.3,1063.1999999999998,0-6 mo,1,2,1,4,Price-Sensitive / New,0.5049928,268.45416347980495
4786-UKSNZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,Yes,1,No,20.2,484.8,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.36513466,88.50864071846007
5343-SGUBI,Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,80.2,4297.6,No,0,No,82.64615384615385,1924.8,49+ mo,3,3,4,10,Champions,0.06955516,66.9398892402649
0856-NAOES,Male,0,No,No,6,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.9,414.1,No,0,No,69.01666666666667,1461.6,0-6 mo,1,2,2,5,Price-Sensitive / New,0.21643668,158.1719287633896
1976-AZZPJ,Male,0,Yes,No,7,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,34.2,256.6,No,0,No,36.65714285714286,820.8000000000001,7-12 mo,1,1,1,3,Low-Value / Disengaged,0.17828102,73.16653228998184
7248-VZQLC,Female,1,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.2,3969.35,Yes,1,Yes,84.45425531914893,2044.8,25-48 mo,3,3,4,10,Champions,0.37689537,385.337824344635
6156-UZDLF,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),87.15,2274.1,No,0,No,87.46538461538461,2091.6000000000004,25-48 mo,2,3,3,8,Loyal High-Value,0.04846151,50.68104896843434
3099-OONVS,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.3,1296.8,No,0,No,51.872,1303.1999999999998,25-48 mo,2,2,2,6,At Risk,0.12121359,78.98277693092822
9500-WBGRP,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.1,1268.85,No,0,No,18.389130434782608,458.4,49+ mo,4,1,2,7,At Risk,0.005117957,1.173035747744143
5183-KLYEM,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.75,8192.6,No,0,No,113.78611111111113,2706.0,49+ mo,4,4,4,12,Champions,0.022380091,30.28026346117258
5144-PQCDZ,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,59.25,No,0,No,14.8125,478.8,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.08185329,19.595678316056727
8514-VZHEB,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.5,1147.85,No,0,No,19.45508474576271,468.0,49+ mo,4,1,2,7,At Risk,0.034970645,8.183130897581577
6625-IUTTT,Male,0,No,No,67,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),65.55,4361.55,No,0,No,65.09776119402986,1573.1999999999998,49+ mo,4,2,4,10,Champions,0.0143117495,11.257622147351503
9355-NPPFS,Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.8,2006.1,No,0,Yes,77.1576923076923,1891.2,25-48 mo,2,3,3,8,Loyal High-Value,0.4092131,386.9519034862518
0068-FIGTF,Female,0,No,No,27,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,78.2,2078.95,No,0,No,76.99814814814815,1876.8,25-48 mo,2,3,3,8,Loyal High-Value,0.07766635,72.88210256695749
5965-GGPRW,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),105.25,7609.75,No,0,No,105.69097222222224,2526.0,49+ mo,4,4,4,12,Champions,0.084291,106.45953760296106
8035-PWSEV,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,487.05,No,0,No,81.175,2142.0,0-6 mo,1,3,2,6,At Risk,0.5604065,600.1953679919243
2236-HILPA,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,1218.45,No,0,No,19.65241935483871,495.6,49+ mo,4,1,2,7,At Risk,0.007853496,1.9460962811484932
1840-BIUOG,Male,0,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,68.7,1416.2,No,0,No,70.81,1648.8000000000002,13-24 mo,2,2,3,7,At Risk,0.11436911,94.28589368462563
1356-MKYSK,Male,0,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),78.65,483.3,No,0,No,80.55,1887.6,0-6 mo,1,3,2,6,At Risk,0.15894778,150.01491545140746
6080-LNESI,Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.75,1234.6,No,0,No,24.2078431372549,594.0,49+ mo,3,1,2,6,At Risk,0.0117169265,3.479927161708474
1830-IPXVJ,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.75,1311.6,No,0,No,21.50163934426229,474.0,49+ mo,4,1,2,7,At Risk,0.010229629,2.424422183074057
5828-DWPIL,Male,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.1,5618.3,No,0,Yes,90.61774193548388,2138.4,49+ mo,4,3,4,11,Champions,0.12115558,129.53954866826533
8398-TBIYD,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),84.7,6185.15,No,0,No,85.9048611111111,2032.8,49+ mo,4,3,4,11,Champions,0.007965265,8.09589518532157
0011-IGKFF,Male,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.0,1237.85,Yes,1,Yes,95.21923076923076,2352.0,13-24 mo,2,4,2,8,Loyal High-Value,0.7151026,840.9606728553772
4192-GORJT,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,498.1,Yes,1,No,99.62,2266.8,0-6 mo,1,4,2,7,At Risk,0.78606194,890.9226057171823
6496-SLWHQ,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,294.45,Yes,1,Yes,98.15,2520.0,0-6 mo,1,4,1,6,At Risk,0.8744851,1101.8511950969696
9912-GVSEQ,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.85,2381.55,Yes,1,Yes,91.59807692307692,2252.4,25-48 mo,2,4,3,9,Loyal High-Value,0.60336393,679.5084592938423
2931-FSOHN,Male,1,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.9,788.35,No,0,Yes,60.642307692307696,1437.6,13-24 mo,2,2,2,6,At Risk,0.29716504,213.60222802162173
9418-RUKPH,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,756.4,No,0,No,19.905263157894737,478.8,25-48 mo,3,1,2,6,At Risk,0.008427549,2.017555267363787
5383-MMTWC,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.0,613.4,Yes,1,Yes,76.675,2016.0,7-12 mo,1,3,2,6,At Risk,0.78630275,792.5931673049927
9971-ZWPBF,Male,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.9,3625.2,No,0,Yes,106.62352941176472,2613.6000000000004,25-48 mo,3,4,3,10,Champions,0.3037972,397.0021619081497
4712-AUQZO,Male,0,No,No,18,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,33.6,550.35,No,0,No,30.575000000000003,806.4000000000001,13-24 mo,2,1,2,5,Price-Sensitive / New,0.17162661,69.19985017776489
9711-FJTBX,Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,85.85,4793.8,No,0,No,85.60357142857143,2060.4,49+ mo,4,3,4,11,Champions,0.0331814,34.183477360010144
2908-ZTPNF,Female,0,No,No,36,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),34.85,1267.2,No,0,No,35.2,836.4000000000001,25-48 mo,3,1,2,6,At Risk,0.16844362,70.44312196969986
7240-ETPTR,Female,0,Yes,No,9,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.75,442.2,Yes,1,No,49.13333333333333,1170.0,7-12 mo,2,2,2,6,At Risk,0.65378386,382.46355682611465
2202-CUYXZ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,84.85,Yes,1,No,84.85,2036.4,0-6 mo,1,3,1,5,Price-Sensitive / New,0.8745614,890.4784470319747
5995-OIGLP,Male,0,No,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.65,654.85,Yes,1,No,54.57083333333333,1359.6,7-12 mo,2,2,2,6,At Risk,0.11608795,78.91658893078565
8421-WZOOW,Female,1,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.3,5567.45,No,0,Yes,97.67456140350878,2287.2,49+ mo,4,4,4,12,Champions,0.08355177,95.5498063892126
6261-RCVNS,Female,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.9,3160.55,Yes,1,No,75.25119047619049,1773.6,25-48 mo,3,3,3,9,Loyal High-Value,0.0985857,87.4258009582758
7951-QKZPL,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.5,740.3,Yes,1,No,22.433333333333334,588.0,25-48 mo,3,1,2,6,At Risk,0.014551345,4.278095506131649
1414-YADCW,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),84.6,5706.2,No,0,No,81.51714285714286,2030.4,49+ mo,4,3,4,11,Champions,0.021176374,21.498254464566706
8756-RDDLT,Female,0,No,No,68,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,44.95,3085.35,No,0,No,45.37279411764706,1078.8000000000002,49+ mo,4,2,3,9,Loyal High-Value,0.13697197,73.88267815411092
2862-PFNIK,Male,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,24.7,No,0,No,24.7,592.8,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.6785056,201.10905969142914
5816-QVHRX,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,3541.4,No,0,No,95.71351351351352,2407.2,25-48 mo,3,4,3,10,Champions,0.28279194,340.3683818221092
4430-YHXGG,Female,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.45,84.2,No,0,No,21.05,610.8,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.09191542,28.07096963077784
6888-SBYAI,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.7,50.7,No,0,No,50.7,1216.8000000000002,0-6 mo,1,2,1,4,Price-Sensitive / New,0.4588482,279.1632498621941
7395-XWZOY,Male,0,No,No,20,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,1165.55,No,0,No,58.2775,1320.0,13-24 mo,2,2,2,6,At Risk,0.23509961,155.16574501991272
7169-YWAMK,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),68.4,4855.35,No,0,No,67.43541666666667,1641.6,49+ mo,4,2,4,10,Champions,0.005432513,4.459006733447314
3640-PHQXK,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.9,2806.9,Yes,1,No,90.54516129032258,2157.6000000000004,25-48 mo,3,4,3,10,Champions,0.51733565,558.101702785492
6877-LGWXO,Male,1,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.55,1422.65,Yes,1,Yes,79.03611111111111,1885.2,13-24 mo,2,3,3,8,Loyal High-Value,0.45680192,430.5814908564091
6859-RKMZJ,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.05,608.15,No,0,No,55.28636363636363,1321.1999999999998,7-12 mo,2,2,2,6,At Risk,0.2746857,181.45738046765325
2729-VNVAP,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,641.35,No,0,No,19.434848484848487,475.2000000000001,25-48 mo,3,1,2,6,At Risk,0.008686405,2.06388975083828
2957-JIRMN,Female,1,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.45,4959.15,No,0,Yes,79.98629032258064,2026.8,49+ mo,4,3,4,11,Champions,0.12401211,125.67387492656707
2049-BAFNW,Female,0,No,No,1,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,35.9,35.9,No,0,No,35.9,861.5999999999999,0-6 mo,1,2,1,4,Price-Sensitive / New,0.37991905,163.66912765502929
3842-QTGDL,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.75,1321.3,No,0,No,82.58125,1938.0,13-24 mo,2,3,2,7,At Risk,0.21970685,212.89593596756458
7163-OCEQI,Male,0,Yes,Yes,22,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.65,1663.75,No,0,No,75.625,1887.6,13-24 mo,2,3,3,8,Loyal High-Value,0.13922817,131.40354226827623
9782-LGXMC,Female,0,Yes,Yes,49,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.75,3024.15,No,0,No,61.71734693877551,1482.0,49+ mo,3,2,3,8,Loyal High-Value,0.08037495,59.55783697217703
5975-BAICR,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),63.7,2188.5,No,0,No,60.79166666666666,1528.8000000000002,25-48 mo,3,2,3,8,Loyal High-Value,0.08124238,62.10167720317841
8019-ENHXU,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.45,4138.05,Yes,1,No,98.525,2386.8,25-48 mo,3,4,4,11,Champions,0.4691571,559.8920828104019
5167-GBFRE,Male,1,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.2,102.5,Yes,1,Yes,25.625,604.8,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.6296311,190.40044527053834
9033-EOXWV,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,74.05,872.65,Yes,1,No,72.72083333333333,1777.1999999999998,7-12 mo,2,3,2,7,At Risk,0.16003954,142.21113889217378
4673-KKSLS,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,87.6,2724.25,No,0,No,87.87903225806451,2102.4,25-48 mo,3,3,3,9,Loyal High-Value,0.22670265,238.30982086658474
4853-OITSN,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,413.25,No,0,No,82.65,2139.6000000000004,0-6 mo,1,3,2,6,At Risk,0.587576,628.5887749314309
9800-OUIGR,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,1374.2,No,0,No,20.82121212121212,480.0,49+ mo,4,1,2,7,At Risk,0.0040741214,0.9777891263365746
1324-NLTJE,Female,1,No,No,15,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),55.0,757.1,Yes,1,Yes,50.473333333333336,1320.0,13-24 mo,2,2,2,6,At Risk,0.3808355,251.35143220424652
